gene	consensus_z	consensus_p	consensus_fdr	n_primary_endpoints	n_positive_endpoint_z	n_negative_endpoint_z	mean_abs_endpoint_z	direction_in_chk1i_sensitive_state	abs_consensus_z
PDGFRA	0.8167881847842069	0.41404948546198406	0.5908661281423601	3	3	0	0.4715728783560676	higher_in_sensitive	0.8167881847842069
PRR19	-0.816488062328412	0.41422104842165763	0.5910670200385746	3	1	2	0.5886316452735046	lower_in_sensitive	0.816488062328412
TRPM5	-0.8164206753252398	0.4142595755238683	0.5910780624977497	3	1	2	0.796404413442883	lower_in_sensitive	0.8164206753252398
FBXO34	-0.8162722931083449	0.4143444174088231	0.5911243244669088	3	1	2	0.4819666169558676	lower_in_sensitive	0.8162722931083449
TOMM20	0.8162319901212621	0.4143674635986482	0.5911243244669088	3	2	1	0.7129336558355938	higher_in_sensitive	0.8162319901212621
ALDOA	0.8161925581878618	0.4143900124333749	0.5911243244669088	3	3	0	0.4712289931803313	higher_in_sensitive	0.8161925581878618
ARAP2	0.8161485794946037	0.4144151621523141	0.5911243244669088	3	3	0	0.4712036020699401	higher_in_sensitive	0.8161485794946037
GDAP1L1	0.8159581605871158	0.41452406579910883	0.5912357366427408	3	2	1	1.3977426648868176	higher_in_sensitive	0.8159581605871158
SPATA31A5	0.8156419697653363	0.41470493781208484	0.591449773131001	3	2	1	0.5410058758839867	higher_in_sensitive	0.8156419697653363
DEFB104B	0.8153462060980684	0.4148741670200924	0.5915809579868014	3	2	1	0.5862802278090945	higher_in_sensitive	0.8153462060980684
EIF6	0.8153311850062858	0.41488276283447767	0.5915809579868014	3	2	1	0.8136334694091859	higher_in_sensitive	0.8153311850062858
OPN1SW	-0.8152345017876876	0.4149380922911109	0.5915809579868014	3	1	2	0.9431630286001562	lower_in_sensitive	0.8152345017876876
UGGT2	-0.8152123465784008	0.4149507717932248	0.5915809579868014	3	0	3	0.47066306774374617	lower_in_sensitive	0.8152123465784008
PRSS41	-0.8151877487752522	0.4149648494684398	0.5915809579868014	3	0	3	0.47064886619547686	lower_in_sensitive	0.8151877487752522
RNFT2	-0.8150987940721818	0.41501576187596756	0.5915809579868014	3	1	2	0.8127724264263622	lower_in_sensitive	0.8150987940721818
PAX4	-0.8150776375555314	0.4150278711574287	0.5915809579868014	3	1	2	0.5951661924152697	lower_in_sensitive	0.8150776375555314
CHD2	0.8150504407217386	0.4150434380208474	0.5915809579868014	3	2	1	0.6462356636686929	higher_in_sensitive	0.8150504407217386
THADA	0.8148177768986424	0.4151766237265919	0.5917268613439578	3	2	1	0.842540158994619	higher_in_sensitive	0.8148177768986424
COG2	-0.8147291096778377	0.4152273868937202	0.591755279755448	3	1	2	0.7134899617869402	lower_in_sensitive	0.8147291096778377
HOXD10	0.8146156536211084	0.4152923473486485	0.5918039255047026	3	3	0	0.47031856690422985	higher_in_sensitive	0.8146156536211084
CNOT7	0.8144967777043826	0.4153604174424472	0.5918569950315521	3	2	1	0.6060354749602478	higher_in_sensitive	0.8144967777043826
SMIM45	0.8131781085667495	0.41611594874131663	0.5928895638960812	3	1	2	0.7979286511373406	higher_in_sensitive	0.8131781085667495
LRRFIP1	0.8130073370652684	0.41621385154362045	0.592985048009976	3	2	1	0.5559177088303819	higher_in_sensitive	0.8130073370652684
OTOP1	-0.8124154695337005	0.4165532726626534	0.5934245865670541	3	0	3	0.46904829002909815	lower_in_sensitive	0.8124154695337005
SYCP2	-0.8120272206028246	0.4167760123118127	0.5936803746418984	3	1	2	0.7213401426439963	lower_in_sensitive	0.8120272206028246
TMEM184B	-0.8119557820862731	0.41681700446732983	0.5936803746418984	3	1	2	0.9075992862814207	lower_in_sensitive	0.8119557820862731
ARHGDIA	0.8118869547870692	0.41685650052851175	0.5936803746418984	3	2	1	0.6411812308235935	higher_in_sensitive	0.8118869547870692
ELMO3	-0.811872310168188	0.416864904524744	0.5936803746418984	3	1	2	0.7345371287813373	lower_in_sensitive	0.811872310168188
SUMF2	-0.8118330359919669	0.41688744299132363	0.5936803746418984	3	1	2	0.6310232416695699	lower_in_sensitive	0.8118330359919669
GRK3	0.8115928913624915	0.41702527161327607	0.593815252741276	3	2	1	0.4810699291054048	higher_in_sensitive	0.8115928913624915
GOLGA8S	-0.8115602327974332	0.4170440177471937	0.593815252741276	3	1	2	0.8366542022735848	lower_in_sensitive	0.8115602327974332
CFAP20DC	0.8112345342872965	0.41723099704929256	0.5940321109061342	3	2	1	0.6440877237889767	higher_in_sensitive	0.8112345342872965
NHLRC2	0.8111871484020117	0.4172582047905625	0.5940321109061342	3	2	1	0.7286950598022536	higher_in_sensitive	0.8111871484020117
IL25	0.8108566356167248	0.41744800571075036	0.5942582540141618	3	2	1	0.7688624756164298	higher_in_sensitive	0.8108566356167248
SREBF2	-0.8106760625722433	0.4175517234314545	0.5943618289046537	3	1	2	1.0934954365418372	lower_in_sensitive	0.8106760625722433
ZMYND19	-0.810550240899529	0.4176240019821885	0.5944206398320029	3	1	2	0.4974089983799071	lower_in_sensitive	0.810550240899529
AVPR2	0.8102676804726395	0.41778634633804135	0.5946076267327243	3	2	1	0.8608841560014687	higher_in_sensitive	0.8102676804726395
SERPINE3	-0.8099368027080691	0.41797649854499996	0.5948310013726145	3	1	2	0.6218003241331086	lower_in_sensitive	0.8099368027080691
CDC73	0.8098867582823059	0.41800526302312435	0.5948310013726145	3	2	1	0.7170273043862186	higher_in_sensitive	0.8098867582823059
RNF170	-0.8097943520609933	0.4180583792297625	0.5948624936594263	3	1	2	0.53383088031802	lower_in_sensitive	0.8097943520609933
TMEM88	-0.8096792492699297	0.41812454725663106	0.5948945044862743	3	0	3	0.467468532523248	lower_in_sensitive	0.8096792492699297
INSRR	-0.8096056651900533	0.41816685105547946	0.5948945044862743	3	1	2	0.6392292744967857	lower_in_sensitive	0.8096056651900533
KRTAP4-6	0.809593512731496	0.4181738377978056	0.5948945044862743	3	2	1	0.48544226568433363	higher_in_sensitive	0.809593512731496
MOV10L1	-0.8094357720871009	0.41826453294592736	0.5949794386111377	3	1	2	0.5515486893225909	lower_in_sensitive	0.8094357720871009
PPIAL4F	-0.8092786611481558	0.4183548775477859	0.5950638615368151	3	1	2	0.8353470506327251	lower_in_sensitive	0.8092786611481558
ISM1	-0.8092168092731339	0.41839044781551793	0.5950689709371765	3	1	2	0.7507640389454254	lower_in_sensitive	0.8092168092731339
BTG3	0.8091646202483348	0.4184204624794742	0.5950689709371765	3	3	0	0.4671714113190974	higher_in_sensitive	0.8091646202483348
QPCTL	-0.8089889943389147	0.4185214767930253	0.5951685415905555	3	0	3	0.46707001365301704	lower_in_sensitive	0.8089889943389147
LONRF1	-0.808634877023948	0.4187251972058289	0.5954141423566776	3	1	2	0.6364041913435682	lower_in_sensitive	0.808634877023948
LEO1	0.8085077694427547	0.4187983352505237	0.5954740364493818	3	3	0	0.4667921783296783	higher_in_sensitive	0.8085077694427547
SAMD8	0.8083578495956372	0.41888460919564763	0.5954878230897686	3	3	0	0.4667056220655881	higher_in_sensitive	0.8083578495956372
ANKS3	-0.8083452709374442	0.4188918482755174	0.5954878230897686	3	1	2	0.6602588085417208	lower_in_sensitive	0.8083452709374442
CCDC78	-0.808329219448143	0.41890108609372456	0.5954878230897686	3	1	2	1.0658944591811492	lower_in_sensitive	0.808329219448143
PARP8	0.8081090592493166	0.41902780293689335	0.5956238531602605	3	3	0	0.46656198289216816	higher_in_sensitive	0.8081090592493166
KIAA1586	-0.80788505421446	0.4191567558797077	0.5957362887689678	3	1	2	0.783355577549916	lower_in_sensitive	0.80788505421446
MIB2	0.8078638478940043	0.4191689649281809	0.5957362887689678	3	2	1	0.7156604387522066	higher_in_sensitive	0.8078638478940043
RNF151	0.8077828132915371	0.4192156206528438	0.5957584932484488	3	2	1	0.7543620273858291	higher_in_sensitive	0.8077828132915371
ARHGEF25	0.8073984720869077	0.4194369469419368	0.5960289050622726	3	2	1	0.9341570146947388	higher_in_sensitive	0.8073984720869077
UCKL1	-0.807272585163121	0.41950945497763914	0.5960878185671465	3	1	2	1.2047133717380938	lower_in_sensitive	0.807272585163121
HAPSTR2	-0.8071060470078115	0.4196053885305979	0.5961800065875088	3	0	3	0.4659828935045347	lower_in_sensitive	0.8071060470078115
SOWAHC	0.8069317527271919	0.41970580377506983	0.5962785481294894	3	2	1	0.7438211740477033	higher_in_sensitive	0.8069317527271919
NMUR2	-0.8063166034482325	0.42006031936699784	0.5967380502595548	3	1	2	0.48624653126233564	lower_in_sensitive	0.8063166034482325
MT-CYB	-0.8061209902312204	0.4201730897338751	0.5968540863271132	3	0	3	0.4654141707094028	lower_in_sensitive	0.8061209902312204
ITGB6	-0.8060664064706825	0.42020456026331343	0.5968546276957007	3	1	2	0.7886255226904164	lower_in_sensitive	0.8060664064706825
SBDS	-0.8058959436304849	0.4203028503472529	0.5969368084600762	3	1	2	0.6133494359841727	lower_in_sensitive	0.8058959436304849
SUMO4	0.805858217166124	0.42032460551949735	0.5969368084600762	3	3	0	0.4652624586095336	higher_in_sensitive	0.805858217166124
PPP1R14B	0.8057018924491065	0.4204147580718801	0.5970206764896778	3	2	1	1.398894863403192	higher_in_sensitive	0.8057018924491065
MEFV	0.8055361965397142	0.4205103273931965	0.5971122237643924	3	2	1	0.5102100015885198	higher_in_sensitive	0.8055361965397142
TRHDE	0.8053753608409254	0.4206031056657825	0.5971654992751781	3	2	1	0.9093231233373787	higher_in_sensitive	0.8053753608409254
HDGFL2	0.8053358321791371	0.420625909663352	0.5971654992751781	3	3	0	0.46496085949667604	higher_in_sensitive	0.8053358321791371
PLSCR3	0.8053093926576377	0.4206411629700091	0.5971654992751781	3	2	1	0.7626575148423235	higher_in_sensitive	0.8053093926576377
CLOCK	-0.8051945040107072	0.42070744750876476	0.5972154375386917	3	2	1	0.9739307658226072	lower_in_sensitive	0.8051945040107072
C10orf90	-0.8051296695187179	0.42074485621258617	0.5972243807444901	3	0	3	0.46484183142918617	lower_in_sensitive	0.8051296695187179
RBSN	-0.8048856253159287	0.4208856842225217	0.5973801098406012	3	0	3	0.46470093244301164	lower_in_sensitive	0.8048856253159287
RPRD1A	-0.8047653331218734	0.4209551101473734	0.5974245631006755	3	1	2	0.7461686611665886	lower_in_sensitive	0.8047653331218734
PPP1R1A	-0.8047235231658109	0.42097924208906856	0.5974245631006755	3	0	3	0.4646073427230049	lower_in_sensitive	0.8047235231658109
TOPAZ1	-0.8045863844661986	0.4210584017366976	0.5974927338710267	3	0	3	0.4645281656578675	lower_in_sensitive	0.8045863844661986
BTNL3	-0.8044417550345687	0.4211418946727489	0.5975636132749402	3	1	2	0.7679480777695956	lower_in_sensitive	0.8044417550345687
CSRP2	0.8043920279992639	0.4211706037724354	0.5975636132749402	3	1	2	0.9603820998699776	higher_in_sensitive	0.8043920279992639
NUDT13	-0.8042252723023213	0.42126688585985295	0.5976560504535514	3	1	2	0.7958406350352453	lower_in_sensitive	0.8042252723023213
GLYCTK	-0.8040677933051809	0.42135782358395957	0.5977156684309679	3	0	3	0.4642287569114545	lower_in_sensitive	0.8040677933051809
EID1	-0.8040141118823922	0.42138882505691055	0.5977156684309679	3	2	1	0.6102433042904635	lower_in_sensitive	0.8040141118823922
GRM6	0.8039907601548328	0.421402311293528	0.5977156684309679	3	3	0	0.46418428180136456	higher_in_sensitive	0.8039907601548328
ATXN2L	0.8039172247340893	0.42144478158644383	0.5977317462246268	3	2	1	1.1891909689428222	higher_in_sensitive	0.8039172247340893
UBIAD1	-0.8036995570758952	0.4215705099931104	0.5978658972333407	3	1	2	0.5926559084312131	lower_in_sensitive	0.8036995570758952
APCS	-0.8035023372658054	0.42168444638190206	0.5979833063701991	3	0	3	0.4639022907149062	lower_in_sensitive	0.8035023372658054
NLGN4Y	-0.8033844925104621	0.4217525354118149	0.5980002044037158	3	1	2	0.9477614419057492	lower_in_sensitive	0.8033844925104621
LCN8	-0.8033738917892741	0.4217586606743573	0.5980002044037158	3	0	3	0.46382813268445466	lower_in_sensitive	0.8033738917892741
ZNF488	0.80303807947979	0.4219527252793728	0.598231180851739	3	1	2	0.684578324609585	higher_in_sensitive	0.80303807947979
TYROBP	0.8028142741877623	0.4220820905380227	0.5983325719078998	3	2	1	1.295004525676667	higher_in_sensitive	0.8028142741877623
TRIM43	-0.8027665954390787	0.42210965309401216	0.5983325719078998	3	1	2	0.7038401368117303	lower_in_sensitive	0.8027665954390787
INTS6L	0.8027526084262693	0.4221177390311801	0.5983325719078998	3	2	1	0.7267998796753957	higher_in_sensitive	0.8027526084262693
ZMAT5	-0.8024989096562813	0.4222644188649858	0.5984624218242771	3	1	2	0.6284306395267026	lower_in_sensitive	0.8024989096562813
LRIG3	-0.8024771054658112	0.4222770266857998	0.5984624218242771	3	1	2	0.9105934543185349	lower_in_sensitive	0.8024771054658112
SQOR	-0.8024324190572892	0.42230286636386505	0.5984624218242771	3	1	2	1.2117730847606436	lower_in_sensitive	0.8024324190572892
SAR1A	0.80202025333783	0.422541242682998	0.5987301008878323	3	3	0	0.46304660916012796	higher_in_sensitive	0.80202025333783
CYGB	0.8019979789181109	0.42255412735333053	0.5987301008878323	3	2	1	0.7366092854972018	higher_in_sensitive	0.8019979789181109
KCTD13	-0.8018590059733817	0.4226345216523153	0.5987998189432583	3	2	1	0.7645521842584855	lower_in_sensitive	0.8018590059733817
CSPP1	0.801730975059398	0.422708594037551	0.5988559782206772	3	2	1	1.0814928847469971	higher_in_sensitive	0.801730975059398
SLIT2	-0.80167904318605	0.4227386414310428	0.5988559782206772	3	0	3	0.4628496113871476	lower_in_sensitive	0.80167904318605
TFF2	0.8016287532297682	0.4227677400158786	0.5988559782206772	3	2	1	0.8903831909563605	higher_in_sensitive	0.8016287532297682
PLIN2	0.8015276643521505	0.42282623523000584	0.5988946483654752	3	2	1	0.8140714937032776	higher_in_sensitive	0.8015276643521505
RHEX	-0.8014207594586056	0.4228881010462069	0.5989376997742257	3	0	3	0.4627004912075802	lower_in_sensitive	0.8014207594586056
SPATA31D3	0.8013592528388443	0.422923697302917	0.5989376997742257	3	2	1	0.6828318268187218	higher_in_sensitive	0.8013592528388443
TRIM49D2	0.8013134198498283	0.42295022376493274	0.5989376997742257	3	3	0	0.46263851865555794	higher_in_sensitive	0.8013134198498283
PDHX	0.8010662859551336	0.4230932726363139	0.5990960796630738	3	2	1	0.877593347529432	higher_in_sensitive	0.8010662859551336
ACOT2	-0.8009155681542968	0.42318052674352924	0.5991754371577752	3	1	2	0.8090813502895303	lower_in_sensitive	0.8009155681542968
THEM5	0.8006450324439227	0.42333717270043425	0.5993244059748121	3	2	1	0.5110219107034779	higher_in_sensitive	0.8006450324439227
HOMER2	-0.8006236503984058	0.42334955480869385	0.5993244059748121	3	1	2	0.9471250114632856	lower_in_sensitive	0.8006236503984058
KCNS1	0.8005540152925912	0.4233898812046767	0.5993244059748121	3	2	1	0.622203884948921	higher_in_sensitive	0.8005540152925912
GNPDA1	-0.8005118336242137	0.4234143101299882	0.5993244059748121	3	1	2	0.5184908929802813	lower_in_sensitive	0.8005118336242137
TGFBR1	-0.8004643173690605	0.42344182949486153	0.5993244059748121	3	0	3	0.4621482891097171	lower_in_sensitive	0.8004643173690605
TSPYL4	-0.8002880033113442	0.42354395213767904	0.5994247543781174	3	1	2	1.0270243777307522	lower_in_sensitive	0.8002880033113442
SMARCD3	0.8000245952464583	0.42369654723671324	0.5995302551214337	3	2	1	0.6298974666619815	higher_in_sensitive	0.8000245952464583
KLHL4	0.7999962830320931	0.4237129507184042	0.5995302551214337	3	3	0	0.461878069359279	higher_in_sensitive	0.7999962830320931
STK11IP	-0.799971082293165	0.423727551791383	0.5995302551214337	3	0	3	0.4618635197058751	lower_in_sensitive	0.799971082293165
KRTAP10-5	-0.799943708189064	0.42374341242539504	0.5995302551214337	3	1	2	0.6865414876053334	lower_in_sensitive	0.799943708189064
LMO1	0.7996004342875404	0.42394233578796436	0.5997674990757067	3	3	0	0.46164952598005304	higher_in_sensitive	0.7996004342875404
PAXBP1	0.7993753152112971	0.42407281940848307	0.5998953408061446	3	2	1	0.47593793331662787	higher_in_sensitive	0.7993753152112971
PATL1	-0.7993367143508756	0.42409519561522	0.5998953408061446	3	1	2	0.5512456321092478	lower_in_sensitive	0.7993367143508756
GNAO1	-0.799254061614416	0.42414311020380246	0.5999189147345907	3	0	3	0.4614495476239848	lower_in_sensitive	0.799254061614416
COPZ2	-0.7990877264754342	0.4242395458831276	0.6000111096113366	3	1	2	0.5468793161818147	lower_in_sensitive	0.7990877264754342
SYMPK	0.7990011052455351	0.4242897711182694	0.6000379392949198	3	3	0	0.4613035031963182	higher_in_sensitive	0.7990011052455351
MFSD14B	-0.7985297807882207	0.4245631181737789	0.6003802845241756	3	1	2	0.7690863279152764	lower_in_sensitive	0.7985297807882207
FAM181B	-0.7977451930995778	0.425018372060631	0.6009797972173524	3	0	3	0.4605784019807712	lower_in_sensitive	0.7977451930995778
LRFN5	0.7976360436902665	0.4250817281583832	0.601025115420875	3	2	1	0.7761275458257035	higher_in_sensitive	0.7976360436902665
SHC1	0.7975387780286204	0.4251381909475841	0.6010606811850445	3	1	2	1.0459744694055015	higher_in_sensitive	0.7975387780286204
TRMT5	0.7972912239701923	0.42528191602362286	0.6012196041105679	3	2	1	1.2479801941212758	higher_in_sensitive	0.7972912239701923
GOLGA8F	0.7965813009967033	0.4256942408336377	0.6017581942069197	3	2	1	0.9713806712694956	higher_in_sensitive	0.7965813009967033
OOSP1	0.7961417071369751	0.42594967483801893	0.6020749416536805	3	3	0	0.45965262892862074	higher_in_sensitive	0.7961417071369751
POLR3D	0.7960373306030757	0.42601033785671805	0.6021163561932764	3	2	1	0.9762646189076541	higher_in_sensitive	0.7960373306030757
UROC1	-0.7959545348360497	0.4260584618475184	0.6021400434738411	3	0	3	0.45954456495029666	lower_in_sensitive	0.7959545348360497
GMEB1	0.7958739231403991	0.4261053194216643	0.6021619375971374	3	2	1	0.7364215198921337	higher_in_sensitive	0.7958739231403991
GRAMD4	-0.7957295649021302	0.4261892387881563	0.6022361994888138	3	1	2	0.7723678155345434	lower_in_sensitive	0.7957295649021302
MRPL50	0.7955713707199278	0.4262812124354183	0.6022808438912625	3	2	1	1.2290101647888598	higher_in_sensitive	0.7955713707199278
QRFP	0.7955673043427823	0.42628357676812556	0.6022808438912625	3	3	0	0.4593209973207703	higher_in_sensitive	0.7955673043427823
MAB21L1	0.7954877613184655	0.42632982737942504	0.6023000901760057	3	2	1	0.788876422442216	higher_in_sensitive	0.7954877613184655
BBS10	-0.7954359668201784	0.4263599450719824	0.6023000901760057	3	1	2	0.5319781585223651	lower_in_sensitive	0.7954359668201784
HAO1	0.7950203189216434	0.4266016827708178	0.602597241250398	3	3	0	0.45900519514063287	higher_in_sensitive	0.7950203189216434
ATP6V1B2	-0.7946929245843313	0.4267921491115708	0.6028219304476117	3	1	2	1.0292472228638827	lower_in_sensitive	0.7946929245843313
CCL24	-0.794508397552184	0.4268995221927637	0.6029292302697475	3	1	2	0.5263506235494553	lower_in_sensitive	0.794508397552184
CCAR2	0.7943243899904708	0.42700660867963847	0.603023319447786	3	1	2	0.7817028810115457	higher_in_sensitive	0.7943243899904708
CDK3	-0.7942859821156133	0.42702896280303415	0.603023319447786	3	1	2	0.5289495376420813	lower_in_sensitive	0.7942859821156133
PTPRB	-0.7937480508345256	0.4273421208336765	0.6032940584538051	3	1	2	0.5100142433762135	lower_in_sensitive	0.7937480508345256
OR3A1	0.7937321645835184	0.427351371087455	0.6032940584538051	3	3	0	0.45826147888675867	higher_in_sensitive	0.7937321645835184
OR5W2	-0.7936175170493476	0.4274181315663602	0.6032940584538051	3	0	3	0.4581952871020432	lower_in_sensitive	0.7936175170493476
PHF2	-0.7935762250286276	0.42744217783727145	0.6032940584538051	3	1	2	0.672305377814913	lower_in_sensitive	0.7935762250286276
FSBP	0.7935049158317048	0.4274837063662791	0.6032940584538051	3	1	2	0.6965852265050584	higher_in_sensitive	0.7935049158317048
HSPA9	0.7934926746594317	0.4274908355270586	0.6032940584538051	3	2	1	0.7383624434762401	higher_in_sensitive	0.7934926746594317
ITPKB	-0.7934578710213003	0.4275111052657371	0.6032940584538051	3	0	3	0.45810311542477505	lower_in_sensitive	0.7934578710213003
DKKL1	-0.7934401316839461	0.42752143692206146	0.6032940584538051	3	1	2	0.7458634059168051	lower_in_sensitive	0.7934401316839461
ATP5F1D	0.7934348843898924	0.42752449305274454	0.6032940584538051	3	2	1	0.8994175062738375	higher_in_sensitive	0.7934348843898924
XKR5	0.7934143035700022	0.4275364798632765	0.6032940584538051	3	2	1	1.3675103191637286	higher_in_sensitive	0.7934143035700022
PRAMEF4	-0.7933630039535828	0.42756635896043715	0.6032940584538051	3	1	2	0.6592048045013843	lower_in_sensitive	0.7933630039535828
NFATC4	0.7931618763128238	0.4276835160561322	0.6034150173620655	3	2	1	1.1161527757185352	higher_in_sensitive	0.7931618763128238
ZNF275	-0.7930672281635173	0.4277386551860066	0.603448464304891	3	1	2	1.2493788588643693	lower_in_sensitive	0.7930672281635173
PITX1	0.7929969861393562	0.4277795787262062	0.6034618526258878	3	2	1	1.0520302191502966	higher_in_sensitive	0.7929969861393562
KLHL8	0.792804156176498	0.4278919346550042	0.6035760001107106	3	2	1	0.8641063796089128	higher_in_sensitive	0.792804156176498
SLC5A4	0.7924094929197171	0.4281219460250326	0.603856081095333	3	2	1	0.47039542285549957	higher_in_sensitive	0.7924094929197171
TIPRL	0.7921181735756455	0.42829177429045895	0.6040512402900551	3	3	0	0.4573296407438936	higher_in_sensitive	0.7921181735756455
RNF125	0.7920245982600198	0.428346333511361	0.6040838103835384	3	2	1	0.4796423938404543	higher_in_sensitive	0.7920245982600198
MRPL58	0.7919067228995298	0.4284150666632143	0.6041363632878204	3	3	0	0.45720755963911786	higher_in_sensitive	0.7919067228995298
KRT8	-0.791220798274024	0.42881515677165116	0.6046492839167079	3	1	2	0.5862101156046398	lower_in_sensitive	0.791220798274024
MLF1	-0.791140479817766	0.4288620195949686	0.6046492839167079	3	1	2	0.7206831123120784	lower_in_sensitive	0.791140479817766
OR2J1	0.7911211750887304	0.42887328362818067	0.6046492839167079	3	2	1	0.7903751507621308	higher_in_sensitive	0.7911211750887304
NFYC	-0.7908899068483308	0.4290082387124936	0.6047951363491301	3	1	2	0.5305673339987279	lower_in_sensitive	0.7908899068483308
MCM6	0.790768885218704	0.4290788699403191	0.6048502933485752	3	2	1	0.8126618625543959	higher_in_sensitive	0.790768885218704
LMAN2	-0.7906181361529088	0.4291668602922767	0.6049299107115366	3	0	3	0.456463593734082	lower_in_sensitive	0.7906181361529088
SLC2A6	-0.7904867769386767	0.4292435415804753	0.6049935769225434	3	1	2	0.574695753281573	lower_in_sensitive	0.7904867769386767
CASR	-0.7903629628275968	0.4293158256846904	0.6050510366682342	3	1	2	0.8168043704907544	lower_in_sensitive	0.7903629628275968
F13A1	-0.7901267523220847	0.4294537477193108	0.6052009872065865	3	1	2	0.8859019225905694	lower_in_sensitive	0.7901267523220847
RAET1L	0.789859699448129	0.4296097094508263	0.6053763360273755	3	2	1	0.6087747678325278	higher_in_sensitive	0.789859699448129
COG3	0.7896233180042922	0.4297477861896257	0.6055264586619035	3	2	1	0.5756617153892443	higher_in_sensitive	0.7896233180042922
CSH1	-0.7892808121047352	0.4299478987973139	0.605763963093412	3	1	2	0.6638656008559732	lower_in_sensitive	0.7892808121047352
USP39	0.78903635484736	0.4300907585628697	0.6059207736765225	3	2	1	0.9112764752140362	higher_in_sensitive	0.78903635484736
GOT1L1	-0.7885962590945198	0.4303480180838296	0.6062387181665219	3	1	2	0.48506442141805994	lower_in_sensitive	0.7885962590945198
HYCC1	0.7884780689533641	0.4304171217586772	0.6062915770432962	3	2	1	1.5856948382200322	higher_in_sensitive	0.7884780689533641
CHRDL1	-0.7881606075432597	0.43060276768251315	0.6064899707992158	3	0	3	0.4550447389297599	lower_in_sensitive	0.7881606075432597
LGR4	-0.7881291814944389	0.4306211476176742	0.6064899707992158	3	1	2	1.407165774791914	lower_in_sensitive	0.7881291814944389
ZNF619	-0.7880290258326288	0.4306797280021242	0.6065279796203624	3	1	2	0.4841637781518915	lower_in_sensitive	0.7880290258326288
ZDHHC17	-0.7878041555958687	0.43081126996103847	0.606656017212204	3	0	3	0.4548389413019806	lower_in_sensitive	0.7878041555958687
CIMAP1A	0.7877529633751292	0.430841219043839	0.606656017212204	3	3	0	0.45480938545955624	higher_in_sensitive	0.7877529633751292
MED18	0.7876823926838206	0.4308825071304335	0.606656017212204	3	3	0	0.4547686414519323	higher_in_sensitive	0.7876823926838206
BZW2	0.7876575468155664	0.43089704399966733	0.606656017212204	3	2	1	0.907558689634044	higher_in_sensitive	0.7876575468155664
PPP1R1B	-0.7873062033359939	0.4311026391844256	0.6069009655395324	3	1	2	1.6115957318290588	lower_in_sensitive	0.7873062033359939
PTGDS	0.7872346617787028	0.4311445100302903	0.6069154057458215	3	3	0	0.45451014389333805	higher_in_sensitive	0.7872346617787028
NOXRED1	-0.7871724691577452	0.431180911177072	0.606922144789019	3	1	2	0.5881928896061553	lower_in_sensitive	0.7871724691577452
BICD1	0.7868445069204613	0.4313728959261621	0.6071478633424091	3	2	1	1.4233536553355501	higher_in_sensitive	0.7868445069204613
ASNS	0.786719085967824	0.4314463287884237	0.607206701860579	3	2	1	0.7747693319236233	higher_in_sensitive	0.786719085967824
GUF1	0.7864900196138622	0.4315804638215113	0.6073509561974324	3	2	1	0.49462760366626307	higher_in_sensitive	0.7864900196138622
DNAJB11	-0.7860143884904425	0.43185905767043253	0.6076913373098192	3	1	2	0.5043412527365788	lower_in_sensitive	0.7860143884904425
MINAR2	-0.7859690069714605	0.4318856446637761	0.6076913373098192	3	1	2	0.5597703848025318	lower_in_sensitive	0.7859690069714605
CRYZL1	-0.785810171011796	0.4319787069853658	0.6077637085624586	3	1	2	0.6425160415636236	lower_in_sensitive	0.785810171011796
CLEC2L	0.7857731588490612	0.43200039415789726	0.6077637085624586	3	2	1	0.6505049290895314	higher_in_sensitive	0.7857731588490612
CTHRC1	0.7856154705221321	0.43209279825692004	0.6077887094429706	3	2	1	1.2251353198830905	higher_in_sensitive	0.7856154705221321
CABCOCO1	0.7855926244859139	0.4321061868009779	0.6077887094429706	3	3	0	0.45356211322032697	higher_in_sensitive	0.7855926244859139
OR4F17	-0.7855807568253214	0.43211314174326	0.6077887094429706	3	0	3	0.45355526142328917	lower_in_sensitive	0.7855807568253214
IGLL1	0.785286190283762	0.432285790755115	0.6079870044627618	3	2	1	0.6998551417984767	higher_in_sensitive	0.785286190283762
TTC1	0.785126003683405	0.43237969482494953	0.6080745279649389	3	2	1	0.8233969663016022	higher_in_sensitive	0.785126003683405
MUC17	-0.7847927442077052	0.43257509495967017	0.6082446046098202	3	1	2	1.1820089859232774	lower_in_sensitive	0.7847927442077052
HEG1	0.7847695154663561	0.4325887165805321	0.6082446046098202	3	2	1	0.7215554928936042	higher_in_sensitive	0.7847695154663561
RPS6KL1	-0.7847506270961662	0.43259979313718266	0.6082446046098202	3	2	1	1.3751698347990635	lower_in_sensitive	0.7847506270961662
PLCL2	-0.7847036180816457	0.4326273609723458	0.6082446046098202	3	0	3	0.45304884513351135	lower_in_sensitive	0.7847036180816457
ZNF37A	0.7846222387109799	0.4326750872672047	0.6082671591502486	3	1	2	0.8010732177262735	higher_in_sensitive	0.7846222387109799
CD22	-0.7842617563869991	0.4328865348104163	0.6084800721100578	3	1	2	0.8442766266227631	lower_in_sensitive	0.7842617563869991
RSPH10B2	-0.7842559735453982	0.43288992732988696	0.6084800721100578	3	0	3	0.45279039744000765	lower_in_sensitive	0.7842559735453982
NLRP10	-0.7839473598509584	0.43307099869735066	0.6086900236468071	3	1	2	0.5928683529656555	lower_in_sensitive	0.7839473598509584
