gene	consensus_z	consensus_p	consensus_fdr	n_primary_endpoints	n_positive_endpoint_z	n_negative_endpoint_z	mean_abs_endpoint_z	direction_in_chk1i_sensitive_state	abs_consensus_z
PPM1H	-8.611531011628877	7.20912316495866e-18	1.3840074652087635e-13	3	0	3	4.971869747698743	lower_in_sensitive	8.611531011628877
MAGIX	-8.260875585250336	1.4460775155701858e-16	1.3880898071958213e-12	3	0	3	4.769418742886288	lower_in_sensitive	8.260875585250336
CACFD1	-7.855816499314747	3.9717619931547e-15	2.5416628914861308e-11	3	0	3	4.535557770583672	lower_in_sensitive	7.855816499314747
TTC39A	-7.67644530382214	1.635638448187484e-14	7.850246732075829e-11	3	0	3	4.431997762581151	lower_in_sensitive	7.67644530382214
PGAP2	-7.605198182004104	2.84467634947217e-14	1.0922419311433344e-10	3	0	3	4.390863217620521	lower_in_sensitive	7.605198182004104
FAM174A	-7.449759084405808	9.351083216743296e-14	2.992034926583963e-10	3	0	3	4.301120412779553	lower_in_sensitive	7.449759084405808
VPS11	-7.373693429715993	1.6596459582267625e-13	4.5516975865767695e-10	3	0	3	4.257203886568303	lower_in_sensitive	7.373693429715993
NKG7	7.350325904927526	1.9772415854029037e-13	4.744885494570618e-10	3	3	0	4.2437126398413865	higher_in_sensitive	7.350325904927526
ZNF233	-7.2783073831541625	3.380344299690456e-13	7.210649985050819e-10	3	0	3	4.202132726908896	lower_in_sensitive	7.2783073831541625
CNPPD1	-7.171740906162266	7.404998838433707e-13	1.421611677002503e-09	3	0	3	4.140606542731034	lower_in_sensitive	7.171740906162266
RALGPS1	-7.096992305035785	1.275011547761296e-12	2.225242881265578e-09	3	0	3	4.097450417749113	lower_in_sensitive	7.096992305035785
RNF103	-7.016847022844435	2.2693083204777026e-12	3.6305150947109113e-09	3	0	3	4.051178517501659	lower_in_sensitive	7.016847022844435
SLC2A8	-6.877334121977714	6.098296623653861e-12	9.00577681391591e-09	3	0	3	3.970630706630832	lower_in_sensitive	6.877334121977714
CATSPERG	-6.8486862210678945	7.45312698521831e-12	1.0220366561587222e-08	3	0	3	3.9540908333288294	lower_in_sensitive	6.8486862210678945
ENPP5	-6.8096926107234	9.780750271833173e-12	1.2518056247910216e-08	3	0	3	3.93157786189976	lower_in_sensitive	6.8096926107234
ESR1	-6.760068249865278	1.379267521993866e-11	1.65494861795239e-08	3	0	3	3.9029272237999604	lower_in_sensitive	6.760068249865278
C16orf74	6.746020037773543	1.5195564329508966e-11	1.716026141164195e-08	3	3	0	3.8948164847671642	higher_in_sensitive	6.746020037773543
TMEM86A	-6.664865638462383	2.6490759537697744e-11	2.825386675581785e-08	3	0	3	3.8479619704789436	lower_in_sensitive	6.664865638462383
C2CD2L	-6.6314717035249355	3.3235626156018744e-11	3.35819763654341e-08	3	0	3	3.8286819731535076	lower_in_sensitive	6.6314717035249355
RETREG2	-6.605734906417245	3.955501489944228e-11	3.728202750053751e-08	3	0	3	3.813822826415304	lower_in_sensitive	6.605734906417245
MLKL	6.596479504920312	4.21035675133339e-11	3.728202750053751e-08	3	3	0	3.8084792178695914	higher_in_sensitive	6.596479504920312
COX14	-6.594311307131933	4.272344020272034e-11	3.728202750053751e-08	3	0	3	3.807227408292814	lower_in_sensitive	6.594311307131933
PDLIM7	6.579756341684776	4.7121983950331626e-11	3.933251512515072e-08	3	3	0	3.7988240950738525	higher_in_sensitive	6.579756341684776
TTC6	-6.561838121421352	5.3148496991705133e-11	4.1532119026276755e-08	3	0	3	3.7884790057813653	lower_in_sensitive	6.561838121421352
CPEB3	-6.559236653372887	5.408391372314402e-11	4.1532119026276755e-08	3	0	3	3.786977047503296	lower_in_sensitive	6.559236653372887
SC5D	-6.547495411180654	5.851001823495509e-11	4.216425091470789e-08	3	0	3	3.7801982381629897	lower_in_sensitive	6.547495411180654
TMEM150C	-6.545190950591189	5.94194146825323e-11	4.216425091470789e-08	3	0	3	3.778867757221325	lower_in_sensitive	6.545190950591189
VPS37C	-6.540055669007436	6.14959384108668e-11	4.216425091470789e-08	3	0	3	3.7759029010165808	lower_in_sensitive	6.540055669007436
CDC20	6.529725874503735	6.589017399498363e-11	4.243147428472509e-08	3	3	0	3.769938991379196	higher_in_sensitive	6.529725874503735
LMBRD2	-6.5287833336962535	6.630608545378439e-11	4.243147428472509e-08	3	0	3	3.769394815190274	lower_in_sensitive	6.5287833336962535
TMEM9B	-6.508759482496504	7.577393106493877e-11	4.69260622124095e-08	3	0	3	3.7578340393098855	lower_in_sensitive	6.508759482496504
KLHDC9	-6.503340546336157	7.855568369527455e-11	4.7128500486933775e-08	3	0	3	3.754705415058988	lower_in_sensitive	6.503340546336157
DEGS2	-6.444178698784641	1.1622807724741236e-10	6.761656445441887e-08	3	0	3	3.7205483064493645	lower_in_sensitive	6.444178698784641
KRTAP5-2	-6.434548164369094	1.238411652595802e-10	6.818527348981347e-08	3	0	3	3.714988114812108	lower_in_sensitive	6.434548164369094
TCTA	-6.433975359151075	1.2430902032208936e-10	6.818527348981347e-08	3	0	3	3.7146574055652923	lower_in_sensitive	6.433975359151075
PCP4	-6.419994389585009	1.3627936761206037e-10	7.181627755564279e-08	3	0	3	3.706585489022792	lower_in_sensitive	6.419994389585009
PARD3B	-6.416407584881779	1.3952758329472333e-10	7.181627755564279e-08	3	0	3	3.7045146463618512	lower_in_sensitive	6.416407584881779
KRTAP5-1	-6.413569579987865	1.4215119007784278e-10	7.181627755564279e-08	3	0	3	3.702876123472388	lower_in_sensitive	6.413569579987865
DUSP7	6.401047546164192	1.5431450491972147e-10	7.596230424227724e-08	3	3	0	3.69564652387349	higher_in_sensitive	6.401047546164192
CCNA2	6.389029852599012	1.6694146984725627e-10	7.91237595308236e-08	3	3	0	3.6887081052585944	higher_in_sensitive	6.389029852599012
WWC3	-6.387146233277237	1.6901000570993354e-10	7.91237595308236e-08	3	0	3	3.687620597136117	lower_in_sensitive	6.387146233277237
GEMIN8	-6.383486152499943	1.7310125535444271e-10	7.91237595308236e-08	3	0	3	3.6855074485140906	lower_in_sensitive	6.383486152499943
CYB5R1	-6.37341692752633	1.8486243024880878e-10	8.068618819919803e-08	3	0	3	3.679693978765044	lower_in_sensitive	6.37341692752633
ATP6V0A1	-6.373364959128791	1.8492511098889017e-10	8.068618819919803e-08	3	0	3	3.6796639747967355	lower_in_sensitive	6.373364959128791
ARFGEF3	-6.340093083547963	2.2962638412560946e-10	9.595210681300996e-08	3	0	3	3.6604544484737005	lower_in_sensitive	6.340093083547963
PNPLA7	-6.33990344357025	2.2990920478166776e-10	9.595210681300996e-08	3	0	3	3.660344959781519	lower_in_sensitive	6.33990344357025
TMEM254	-6.3349072406976505	2.3748410500640995e-10	9.700467761517145e-08	3	0	3	3.6574604007080977	lower_in_sensitive	6.3349072406976505
TMEM62	-6.31498669861822	2.7018471381424063e-10	1.0667095962902322e-07	3	0	3	3.645959270376135	lower_in_sensitive	6.31498669861822
TCEANC	-6.31380239756112	2.72261538796861e-10	1.0667095962902322e-07	3	0	3	3.645275513842017	lower_in_sensitive	6.31380239756112
NEBL	-6.307501114269355	2.8357653827288127e-10	1.0888204763525549e-07	3	0	3	3.641637466237276	lower_in_sensitive	6.307501114269355
WBP2	-6.2934899993799505	3.1040651472994497e-10	1.1481823468949392e-07	3	0	3	3.633548145284232	lower_in_sensitive	6.2934899993799505
CCDC121	-6.293194402321517	3.1099844795570804e-10	1.1481823468949392e-07	3	0	3	3.633377482242974	lower_in_sensitive	6.293194402321517
HINFP	-6.287878061128178	3.2183453748511035e-10	1.1657697076677639e-07	3	0	3	3.6303080912238954	lower_in_sensitive	6.287878061128178
EIF3D	6.27911764656037	3.4049987369730507e-10	1.2105401065260858e-07	3	3	0	3.6252502635149586	higher_in_sensitive	6.27911764656037
CCDC110	-6.2590939600294915	3.872205295674807e-10	1.3516108593884536e-07	3	0	3	3.6136895827061877	lower_in_sensitive	6.2590939600294915
ALDH5A1	-6.248827665088841	4.1354489938348467e-10	1.417720531850739e-07	3	0	3	3.607762334558623	lower_in_sensitive	6.248827665088841
FSD2	-6.2363176755656085	4.4799089588488285e-10	1.5088647752978915e-07	3	0	3	3.600539688739825	lower_in_sensitive	6.2363176755656085
SYNGR2	-6.228972113740416	4.695053431343667e-10	1.5540626857747538e-07	3	0	3	3.596298726642701	lower_in_sensitive	6.228972113740416
ARFGEF2	-6.220815347124642	4.945779526325251e-10	1.609306361803257e-07	3	0	3	3.591589415241367	lower_in_sensitive	6.220815347124642
C11orf71	-6.215722066542941	5.108916401544567e-10	1.6346829512808766e-07	3	0	3	3.588648808326464	lower_in_sensitive	6.215722066542941
C11orf52	-6.210429662930015	5.283992394043081e-10	1.6629850160793293e-07	3	0	3	3.5855932376758806	lower_in_sensitive	6.210429662930015
TMEM141	-6.203629934637342	5.517544467678893e-10	1.6873443308253972e-07	3	0	3	3.58166741271569	lower_in_sensitive	6.203629934637342
AURKB	6.2030712530395355	5.537175374622358e-10	1.6873443308253972e-07	3	3	0	3.5813448577448046	higher_in_sensitive	6.2030712530395355
PRR15L	-6.1959529090485	5.793344712244857e-10	1.7378223716511994e-07	3	0	3	3.577235079925396	lower_in_sensitive	6.1959529090485
FAM120AOS	-6.191440967570255	5.961666563974351e-10	1.741451885336938e-07	3	0	3	3.5746301092983637	lower_in_sensitive	6.191440967570255
ASAH1	-6.190776245179332	5.98686448756318e-10	1.741451885336938e-07	3	0	3	3.574246331647027	lower_in_sensitive	6.190776245179332
SH3GLB2	-6.163146514791508	7.13134661751258e-10	2.0433969009403956e-07	3	0	3	3.558294299369981	lower_in_sensitive	6.163146514791508
ORMDL3	-6.154670263417979	7.523385944843267e-10	2.124028873075015e-07	3	0	3	3.5534005333577547	lower_in_sensitive	6.154670263417979
DUSP8	-6.143382068972455	8.078265487924094e-10	2.2457036752278565e-07	3	0	3	3.5468832912559667	lower_in_sensitive	6.143382068972455
TSPAN33	-6.141233441322912	8.188314265337533e-10	2.2457036752278565e-07	3	0	3	3.545642780504115	lower_in_sensitive	6.141233441322912
TAB3	-6.132223016938604	8.665950333562211e-10	2.3432241479398215e-07	3	0	3	3.540440609560322	lower_in_sensitive	6.132223016938604
IL2RA	6.128725124228095	8.858601816106436e-10	2.3620477453557133e-07	3	3	0	3.538421100262313	higher_in_sensitive	6.128725124228095
RPS2	6.118513619171604	9.44522112762869e-10	2.483963769975556e-07	3	3	0	3.5325254850691166	higher_in_sensitive	6.118513619171604
HMGB1	6.112290941544677	9.821092156749899e-10	2.5479098273687105e-07	3	3	0	3.52893282046613	higher_in_sensitive	6.112290941544677
GRIK4	-6.09756812028892	1.0769423161168672e-09	2.756685144641549e-07	3	0	3	3.520432595650888	lower_in_sensitive	6.09756812028892
SLC35A2	-6.076772858801243	1.2262526443534796e-09	3.09757871924975e-07	3	0	3	3.508426445833109	lower_in_sensitive	6.076772858801243
ATOSA	-6.041420201849747	1.5276355583960887e-09	3.808772396115339e-07	3	0	3	3.4880155798255945	lower_in_sensitive	6.041420201849747
SELENOP	-6.034172999161087	1.5977882192626097e-09	3.932607465820972e-07	3	0	3	3.483831405402425	lower_in_sensitive	6.034172999161087
ZDHHC8	6.014304663097441	1.8066046286667971e-09	4.3611616879017177e-07	3	3	0	3.4723604162277293	higher_in_sensitive	6.014304663097441
UNC13B	-6.01334472568927	1.8173400095433765e-09	4.3611616879017177e-07	3	0	3	3.4718061961067157	lower_in_sensitive	6.01334472568927
KIF14	6.002163496908951	1.9470549038987422e-09	4.6147604993886486e-07	3	3	0	3.465350710660528	higher_in_sensitive	6.002163496908951
EPB41L4A	-5.9985726310599015	1.990594822929896e-09	4.660419440318066e-07	3	0	3	3.4632775232959556	lower_in_sensitive	5.9985726310599015
DIRAS2	-5.980347571579926	2.2266199946285736e-09	5.150198874322813e-07	3	0	3	3.4527552802991948	lower_in_sensitive	5.980347571579926
SNAPIN	-5.963053119084562	2.475678960907458e-09	5.658105320416831e-07	3	0	3	3.4427703234955094	lower_in_sensitive	5.963053119084562
SLC25A37	5.951860386805705	2.6511148548794105e-09	5.984272863595036e-07	3	3	0	3.4363081965013436	higher_in_sensitive	5.951860386805705
TRPT1	-5.950042128523513	2.6807347966932653e-09	5.984272863595036e-07	3	0	3	3.4352584245926643	lower_in_sensitive	5.950042128523513
ENPP4	-5.9437326470144916	2.7860386685961667e-09	6.147858662035541e-07	3	0	3	3.4316156437449834	lower_in_sensitive	5.9437326470144916
TOLLIP	-5.935324137814983	2.9326552507182085e-09	6.397854034464564e-07	3	0	3	3.4267609886951633	lower_in_sensitive	5.935324137814983
ARHGAP11A	5.93288910521565	2.9764990097598804e-09	6.420542470715751e-07	3	3	0	3.4253551219684533	higher_in_sensitive	5.93288910521565
PRDX5	-5.928386227618641	3.0592626177090027e-09	6.525747081641937e-07	3	0	3	3.422755384375692	lower_in_sensitive	5.928386227618641
MYRIP	-5.923910421249979	3.143747491631572e-09	6.603219552658356e-07	3	0	3	3.4201712763639045	lower_in_sensitive	5.923910421249979
FAAH2	-5.922835557953567	3.1643723244325907e-09	6.603219552658356e-07	3	0	3	3.4195507037503794	lower_in_sensitive	5.922835557953567
RRAGB	-5.917672772291631	3.2652878614820123e-09	6.737820939029506e-07	3	0	3	3.416569968058692	lower_in_sensitive	5.917672772291631
TESK2	-5.915979227474186	3.2990684877006645e-09	6.737820939029506e-07	3	0	3	3.4155921995024556	lower_in_sensitive	5.915979227474186
ANXA9	-5.906424411195822	3.496125969124765e-09	7.065118563711288e-07	3	0	3	3.4100757237520845	lower_in_sensitive	5.906424411195822
RETREG3	-5.8956370196342975	3.7323864011412345e-09	7.463995221782232e-07	3	0	3	3.4038476203301844	lower_in_sensitive	5.8956370196342975
DLGAP5	5.893196201442326	3.7879619079446454e-09	7.497040485435186e-07	3	3	0	3.4024384132900067	higher_in_sensitive	5.893196201442326
KIF20B	5.888049855794632	3.90779246491866e-09	7.655285687909024e-07	3	3	0	3.399467169244968	higher_in_sensitive	5.888049855794632
EPB41L4B	-5.8858071687218505	3.961159466993822e-09	7.681448429024989e-07	3	0	3	3.3981723532597896	lower_in_sensitive	5.8858071687218505
FOXA1	-5.882815858620973	4.033445973377235e-09	7.743409579689616e-07	3	0	3	3.396445319567818	lower_in_sensitive	5.882815858620973
C2orf15	-5.87648421600814	4.190713442033291e-09	7.965674916847042e-07	3	0	3	3.3927897440008863	lower_in_sensitive	5.87648421600814
RABGAP1L	-5.869200786975336	4.379008606765012e-09	8.241981101242619e-07	3	0	3	3.3885846542881732	lower_in_sensitive	5.869200786975336
TRIM7	5.8641352724386895	4.514793103517927e-09	8.415048349644385e-07	3	3	0	3.385660078106856	higher_in_sensitive	5.8641352724386895
CIMAP3	-5.8492711682917795	4.9373161150447664e-09	9.084029319556362e-07	3	0	3	3.3770782835763757	lower_in_sensitive	5.8492711682917795
PRNP	5.848228883230587	4.968346070181363e-09	9.084029319556362e-07	3	3	0	3.3764765200157236	higher_in_sensitive	5.848228883230587
SLC37A4	-5.846096042323065	5.0324356117439256e-09	9.114405554175461e-07	3	0	3	3.375245123743627	lower_in_sensitive	5.846096042323065
DNAJB2	-5.830872662140479	5.513825065333141e-09	9.892935850865948e-07	3	0	3	3.366455901097235	lower_in_sensitive	5.830872662140479
RNF141	-5.809813415208463	6.254250637182722e-09	1.1052609137601964e-06	3	0	3	3.354297339212105	lower_in_sensitive	5.809813415208463
CEP55	5.809250543881462	6.27531199082516e-09	1.1052609137601964e-06	3	3	0	3.353972365299942	higher_in_sensitive	5.809250543881462
TM7SF2	-5.805447490854412	6.419432104286552e-09	1.1203659776190293e-06	3	0	3	3.351776671611032	lower_in_sensitive	5.805447490854412
CYFIP2	-5.797421225100025	6.7342395654830455e-09	1.1647201007039957e-06	3	0	3	3.347142704917149	lower_in_sensitive	5.797421225100025
FOSL1	5.795067019702871	6.829390299502839e-09	1.1706306693737097e-06	3	3	0	3.3457835037973744	higher_in_sensitive	5.795067019702871
CTSD	-5.781668935289079	7.396315523487121e-09	1.2565881895566883e-06	3	0	3	3.3380481161544466	lower_in_sensitive	5.781668935289079
ANXA10	5.778251912883176	7.548073733250705e-09	1.2711221011486581e-06	3	3	0	3.3360752973485717	higher_in_sensitive	5.778251912883176
SYVN1	-5.771003951286799	7.880062680954284e-09	1.31549081173009e-06	3	0	3	3.3318906847698275	lower_in_sensitive	5.771003951286799
TMBIM4	-5.766931916883389	8.072764497594484e-09	1.3360425243518872e-06	3	0	3	3.329539694610869	lower_in_sensitive	5.766931916883389
ELOVL7	-5.765368155565295	8.1479778422337e-09	1.3369647744889108e-06	3	0	3	3.328636856592919	lower_in_sensitive	5.765368155565295
TPM4	5.762533145759706	8.286076331325025e-09	1.3481024865150663e-06	3	3	0	3.3270000629185073	higher_in_sensitive	5.762533145759706
HID1	-5.7501842965044485	8.914621994541387e-09	1.438175739926097e-06	3	0	3	3.319870451476802	lower_in_sensitive	5.7501842965044485
GADD45G	-5.745505684040719	9.16466783731583e-09	1.4661941095065775e-06	3	0	3	3.317169253311434	lower_in_sensitive	5.745505684040719
TIMM10B	-5.738429412233588	9.555857577795447e-09	1.5161434196571653e-06	3	0	3	3.3130837658787278	lower_in_sensitive	5.738429412233588
PSRC1	5.726499837475014	1.0252386041125194e-08	1.6133221903075531e-06	3	3	0	3.3061962226805477	higher_in_sensitive	5.726499837475014
SH3BGRL2	-5.721673323925128	1.0547997543262056e-08	1.6463451775247556e-06	3	0	3	3.3034096337832732	lower_in_sensitive	5.721673323925128
SLC25A45	-5.716887483323727	1.0849290256856656e-08	1.6797151157349524e-06	3	0	3	3.3006465274237553	lower_in_sensitive	5.716887483323727
ABCC11	-5.708412984252041	1.1403445207744367e-08	1.751386728786211e-06	3	1	2	3.3128254226028844	lower_in_sensitive	5.708412984252041
NUDT15	5.703200722999991	1.1757838773370308e-08	1.7914840378663744e-06	3	3	0	3.292744472666513	higher_in_sensitive	5.703200722999991
VMAC	-5.700750161400291	1.1928134691766837e-08	1.8031207071853524e-06	3	0	3	3.2913296402672603	lower_in_sensitive	5.700750161400291
PIP5K1B	-5.697378524462996	1.2166360873771948e-08	1.8247640316771395e-06	3	0	3	3.2893830247739033	lower_in_sensitive	5.697378524462996
LETM2	5.69557490316342	1.2295688865443395e-08	1.8298653863471495e-06	3	3	0	3.2883417035310774	higher_in_sensitive	5.69557490316342
ITGA5	5.689912965176197	1.271041397734223e-08	1.8770348272078164e-06	3	3	0	3.285072782110019	higher_in_sensitive	5.689912965176197
CLNK	-5.680646427483822	1.3418661577064526e-08	1.960256363735736e-06	3	0	3	3.2797227440788705	lower_in_sensitive	5.680646427483822
SPHK1	5.679889656094575	1.3478166476357803e-08	1.960256363735736e-06	3	3	0	3.279285821913574	higher_in_sensitive	5.679889656094575
CLDN24	5.675641066436848	1.3817022501139634e-08	1.994430059976532e-06	3	3	0	3.2768328975310084	higher_in_sensitive	5.675641066436848
CERS4	-5.672244434835003	1.409386826609124e-08	2.0103253239298136e-06	3	0	3	3.274871851361345	lower_in_sensitive	5.672244434835003
ATP6AP1	-5.671726273167897	1.4136572493516245e-08	2.0103253239298136e-06	3	0	3	3.274572690583358	lower_in_sensitive	5.671726273167897
ASB8	-5.649770233176592	1.6066243542613953e-08	2.2679392906698725e-06	3	0	3	3.26189636498404	lower_in_sensitive	5.649770233176592
DEPTOR	-5.644916057913586	1.6526186154943947e-08	2.3158373854205395e-06	3	0	3	3.25909380558925	lower_in_sensitive	5.644916057913586
PARD6A	-5.633660294669426	1.764243800860927e-08	2.454344383255658e-06	3	0	3	3.252595287650299	lower_in_sensitive	5.633660294669426
TFF3	-5.63019197533199	1.800091483652921e-08	2.486198295191998e-06	3	0	3	3.250592852547195	lower_in_sensitive	5.63019197533199
SPANXC	5.624778991597628	1.857456282935929e-08	2.5471032657002832e-06	3	3	0	3.247467664931042	higher_in_sensitive	5.624778991597628
PLK1	5.621793154424594	1.8898546429334462e-08	2.57315102376144e-06	3	3	0	3.245743791035435	higher_in_sensitive	5.621793154424594
CIP2A	5.597803556374666	2.1708453037479878e-08	2.934921700095343e-06	3	3	0	3.231893390143558	higher_in_sensitive	5.597803556374666
RTN3	-5.595254540612418	2.2029832100087238e-08	2.9575434731291942e-06	3	0	3	3.2304217152070547	lower_in_sensitive	5.595254540612418
SHROOM3	-5.59256594311435	2.2373813433418437e-08	2.982864377046994e-06	3	0	3	3.228869452717803	lower_in_sensitive	5.59256594311435
GPR160	-5.58602214320252	2.323296255967128e-08	3.076044242900478e-06	3	0	3	3.225091388077185	lower_in_sensitive	5.58602214320252
SCGN	-5.582200231560129	2.3749472588258887e-08	3.122892977735576e-06	3	0	3	3.2228848063616318	lower_in_sensitive	5.582200231560129
SCGB1D2	-5.579451235132071	2.4127857496459004e-08	3.131374207486986e-06	3	0	3	3.221297672533891	lower_in_sensitive	5.579451235132071
GPR37L1	-5.579362338620826	2.4140190785919048e-08	3.131374207486986e-06	3	0	3	3.2212463481091937	lower_in_sensitive	5.579362338620826
LAMTOR1	-5.5770328628335095	2.446556642113041e-08	3.1480307726724345e-06	3	0	3	3.2199014246363156	lower_in_sensitive	5.5770328628335095
EFR3B	-5.576103566483005	2.4596552552394268e-08	3.1480307726724345e-06	3	0	3	3.2193648951381952	lower_in_sensitive	5.576103566483005
SCUBE2	-5.572621761477487	2.509339896996434e-08	3.1903514796382476e-06	3	0	3	3.2173546740809935	lower_in_sensitive	5.572621761477487
LRRC26	-5.568186361452526	2.5740444203126783e-08	3.251085840865974e-06	3	0	3	3.2147938946826184	lower_in_sensitive	5.568186361452526
PLK4	5.561328420185754	2.677288200999729e-08	3.359384240705412e-06	3	3	0	3.2108344604461614	higher_in_sensitive	5.561328420185754
MARVELD1	5.5593811147298355	2.707329352181292e-08	3.375020058647821e-06	3	3	0	3.2097101831169925	higher_in_sensitive	5.5593811147298355
GREB1	-5.541017540043453	3.00719091481646e-08	3.724648463396542e-06	3	0	3	3.199107968328525	lower_in_sensitive	5.541017540043453
FICD	-5.534418231569548	3.1226306244507604e-08	3.815630769125234e-06	3	0	3	3.1952978558046508	lower_in_sensitive	5.534418231569548
ENTPD8	-5.5336820282869414	3.135772262162331e-08	3.815630769125234e-06	3	0	3	3.1948728086412594	lower_in_sensitive	5.5336820282869414
BRCA2	5.533430567060587	3.140273265557803e-08	3.815630769125234e-06	3	3	0	3.194727627434533	higher_in_sensitive	5.533430567060587
ACOT6	-5.530242603236191	3.197882123369543e-08	3.8611912581414145e-06	3	0	3	3.1928870556623514	lower_in_sensitive	5.530242603236191
EIF2AK3	-5.523159816870152	3.3295661608368646e-08	3.995063197234133e-06	3	0	3	3.188797807047306	lower_in_sensitive	5.523159816870152
NAV2	-5.510390595772215	3.5803829359746774e-08	4.26932867110819e-06	3	0	3	3.1814254938090705	lower_in_sensitive	5.510390595772215
FAM174B	-5.507109824497618	3.647727127300817e-08	4.322781814192659e-06	3	0	3	3.1795313396305325	lower_in_sensitive	5.507109824497618
RASD1	-5.505944433897297	3.671943448810453e-08	4.324783455844361e-06	3	0	3	3.178858501053726	lower_in_sensitive	5.505944433897297
THOC5	5.501465512724912	3.7664729403245926e-08	4.363052221857177e-06	3	3	0	3.1762725947091703	higher_in_sensitive	5.501465512724912
MMP26	-5.501440815390475	3.7670006737363285e-08	4.363052221857177e-06	3	0	3	3.1762583356964846	lower_in_sensitive	5.501440815390475
RIBC1	-5.501178268711187	3.7726152142321664e-08	4.363052221857177e-06	3	0	3	3.1761067543005232	lower_in_sensitive	5.501178268711187
ETV5	5.495546232967413	3.895028789176674e-08	4.4656062889721905e-06	3	3	0	3.1728550969477696	higher_in_sensitive	5.495546232967413
RMND5B	-5.4949680051919225	3.9078125666596934e-08	4.4656062889721905e-06	3	0	3	3.1725212569859376	lower_in_sensitive	5.4949680051919225
PARM1	-5.48699752930642	4.088228491404805e-08	4.644130803431328e-06	3	0	3	3.167919500587873	lower_in_sensitive	5.48699752930642
PITPNB	5.4821186917229205	4.2026210912782896e-08	4.72355469572946e-06	3	3	0	3.165102702395707	higher_in_sensitive	5.4821186917229205
SKA3	5.481919611461654	4.2073541669431075e-08	4.72355469572946e-06	3	3	0	3.1649877633532744	higher_in_sensitive	5.481919611461654
RAB5B	-5.480204723155068	4.248339720820636e-08	4.7418387186229395e-06	3	0	3	3.1639976721278367	lower_in_sensitive	5.480204723155068
SUGT1	5.470256290181652	4.493852594916211e-08	4.971919363799104e-06	3	3	0	3.1582539416726205	higher_in_sensitive	5.470256290181652
CCDC87	-5.469767180993059	4.5062713267061364e-08	4.971919363799104e-06	3	0	3	3.157971554350923	lower_in_sensitive	5.469767180993059
RWDD2A	-5.462659300294739	4.6905429189290056e-08	5.1403136415624455e-06	3	0	3	3.15386781751638	lower_in_sensitive	5.462659300294739
TYMP	5.460737504381862	4.741606892428768e-08	5.1403136415624455e-06	3	3	0	3.152758268128753	higher_in_sensitive	5.460737504381862
TRAPPC4	-5.459511716474227	4.774458301615546e-08	5.1403136415624455e-06	3	0	3	3.1520505591503105	lower_in_sensitive	5.459511716474227
CENPA	5.459382169871733	4.7779430448042483e-08	5.1403136415624455e-06	3	3	0	3.1519757653844884	higher_in_sensitive	5.459382169871733
MAP7	-5.4588319639737115	4.7927708190419714e-08	5.1403136415624455e-06	3	0	3	3.1516581038611555	lower_in_sensitive	5.4588319639737115
TMEM179B	-5.457652843385284	4.824697909727416e-08	5.145808359497052e-06	3	0	3	3.15097733827202	lower_in_sensitive	5.457652843385284
KBTBD3	-5.450159479638328	5.0324671886651616e-08	5.337751662320098e-06	3	0	3	3.1466510426955794	lower_in_sensitive	5.450159479638328
CHKA	-5.447685833896334	5.1029388539198e-08	5.382759347118259e-06	3	0	3	3.145222882660559	lower_in_sensitive	5.447685833896334
EFHD1	-5.444551294922525	5.193613657694722e-08	5.448469672154277e-06	3	0	3	3.143413155740245	lower_in_sensitive	5.444551294922525
GOSR2	-5.439153617967934	5.3534281493433625e-08	5.585604000602927e-06	3	0	3	3.1402968054975133	lower_in_sensitive	5.439153617967934
TCOF1	5.433514657113347	5.5254742722891346e-08	5.733948923211178e-06	3	3	0	3.137041149930168	higher_in_sensitive	5.433514657113347
GMFG	5.43076018002548	5.61145021801768e-08	5.791861359435668e-06	3	3	0	3.135450851842011	higher_in_sensitive	5.43076018002548
COBL	-5.425579463587214	5.776682255257697e-08	5.9305211730715114e-06	3	0	3	3.132459763811783	lower_in_sensitive	5.425579463587214
ZER1	-5.418448278541039	6.011852519602834e-08	6.139124716560383e-06	3	0	3	3.128342572205733	lower_in_sensitive	5.418448278541039
BCDIN3D	-5.415511067277288	6.111389155163929e-08	6.2077486243829166e-06	3	0	3	3.12664677249194	lower_in_sensitive	5.415511067277288
TOP1MT	5.412831656800874	6.203580743246337e-08	6.268228584675956e-06	3	3	0	3.125099814132112	higher_in_sensitive	5.412831656800874
EOLA1	-5.39864373289021	6.714656201755415e-08	6.689224651547405e-06	3	0	3	3.1169084124430486	lower_in_sensitive	5.39864373289021
GNA15	5.398405338962069	6.723582707837543e-08	6.689224651547405e-06	3	3	0	3.1167707756444636	higher_in_sensitive	5.398405338962069
ITPRIP	5.397912789682011	6.742062323556315e-08	6.689224651547405e-06	3	3	0	3.1164864021850325	higher_in_sensitive	5.397912789682011
TLR6	5.397446336816349	6.75960820085528e-08	6.689224651547405e-06	3	3	0	3.1162170954974786	higher_in_sensitive	5.397446336816349
SCAMP3	-5.393730948318528	6.90095273422069e-08	6.794076440593271e-06	3	0	3	3.1140720149481176	lower_in_sensitive	5.393730948318528
MTMR11	5.390775091602635	7.01544323149827e-08	6.871555059097133e-06	3	3	0	3.1123654502775104	higher_in_sensitive	5.390775091602635
MYO5B	-5.381031333194716	7.406030098067777e-08	7.217307909781989e-06	3	0	3	3.10673988873778	lower_in_sensitive	5.381031333194716
